course_level,ERM_SCORE,sat_new_math,act_math,hs_gpa,Compliance,course_number_updated
400,,,28.0,4.0,Compliant,161Q
400,30.0,,23.0,3.78,Compliant,161Q
300,30.0,560.0,,3.33,Compliant,121Q
100,15.0,,16.0,3.94,Compliant,Combo2
300,,560.0,,3.6,Compliant,121Q
300,30.0,,,3.92,Compliant,121Q
300,,,24.0,3.92,Compliant,121Q
100,,,18.0,3.09,Compliant,Combo2
300,30.0,600.0,,3.55,Compliant,216Q
300,30.0,580.0,,4.0,Compliant,121Q
100,10.0,,,3.59,Compliant,Combo2
300,30.0,,,3.1,Compliant,121Q
300,,,27.0,3.91,Compliant,216Q
300,,580.0,,3.98,Compliant,132
400,,,26.0,4.0,Compliant,161Q
400,40.0,,25.0,3.78,Compliant,161Q
400,40.0,,,3.6,Compliant,161Q
400,,,31.0,3.35,Compliant,161Q
300,30.0,,,3.76,Compliant,121Q
300,30.0,500.0,,3.95,Compliant,121Q
400,,,26.0,3.76,Compliant,161Q
300,,530.0,,3.5,Compliant,121Q
300,30.0,520.0,,3.9,Compliant,121Q
100,10.0,,,3.56,Compliant,Combo2
300,30.0,560.0,,3.7,Compliant,121Q
400,40.0,,,4.0,Compliant,151Q
100,,,19.0,3.65,Compliant,Combo2
500,,,32.0,3.52,Compliant,171Q
400,40.0,,,3.32,Compliant,161Q
500,,,26.0,4.26,Compliant,171Q
100,10.0,,,3.58,Compliant,Combo2
300,30.0,,,3.2,Compliant,121Q
300,30.0,,,1.97,Compliant,121Q
100,,,17.0,2.95,Compliant,Combo2
300,,,22.0,3.88,Compliant,121Q
300,30.0,,,2.067,Compliant,121Q
300,30.0,,,1.56,Compliant,121Q
100,10.0,,,3.11,Compliant,Combo2
400,,,26.0,3.78,Compliant,161Q
400,40.0,,,3.79,Compliant,161Q
250,,540.0,,3.29,Compliant,Combo3
400,30.0,,18.0,3.38,Compliant,151Q
400,,,24.0,3.88,Compliant,151Q
300,40.0,,,4.1,Compliant,121Q
300,,,21.0,3.52,Compliant,121Q
300,25.0,510.0,,2.95,Uncompliant,216Q
300,,,28.0,4.0,Compliant,216Q
100,,,17.0,3.56,Compliant,Combo2
500,40.0,,,3.61,Compliant,165Q
500,,640.0,,3.51,Compliant,171Q
250,25.0,,,3.36,Compliant,Combo3
400,,,24.0,,Uncompliant,161Q
300,30.0,,,3.89,Compliant,121Q
250,,560.0,,3.79,Compliant,Combo3
300,,,29.0,3.69,Compliant,216Q
400,40.0,,,3.5,Compliant,151Q
250,25.0,,,3.22,Compliant,Combo3
500,,,27.0,3.96,Compliant,171Q
400,40.0,,26.0,4.0,Compliant,161Q
250,30.0,,,3.9,Compliant,Combo3
300,,530.0,,3.57,Compliant,121Q
100,,,19.0,4.0,Compliant,Combo2
500,,640.0,,4.0,Compliant,171Q
300,,510.0,,3.8,Compliant,216Q
400,,540.0,,3.26,Compliant,161Q
400,,620.0,,3.71,Compliant,151Q
400,40.0,560.0,,3.56,Compliant,151Q
300,,620.0,,4.33,Compliant,216Q
300,,,21.0,3.74,Compliant,121Q
300,30.0,,,3.3,Compliant,121Q
400,,,,,Uncompliant,161Q
100,15.0,,,2.5,Compliant,Combo2
250,,520.0,,3.95,Compliant,Combo3
400,,,26.0,3.78,Compliant,151Q
400,40.0,,21.0,3.9,Compliant,151Q
300,30.0,,,2.98,Compliant,121Q
290,30.0,,,3.55,Compliant,105Q
290,30.0,,,3.75,Compliant,105Q
150,,,19.0,3.04,Compliant,Combo1
300,30.0,,23.0,2.8,Compliant,121Q
100,25.0,,20.0,3.33,Compliant,Combo2
400,25.0,590.0,,3.16,Compliant,161Q
300,,,29.0,3.42,Compliant,216Q
500,,610.0,24.0,3.82,Compliant,171Q
150,,500.0,,3.72,Compliant,Combo1
300,,580.0,,3.44,Compliant,121Q
100,10.0,,,2.84,Compliant,Combo2
100,10.0,,,2.3,Compliant,Combo2
250,,,22.0,2.82,Uncompliant,Combo3
400,40.0,,,,Compliant,151Q
400,,670.0,,3.2,Compliant,151Q
100,10.0,450.0,,2.68,Compliant,Combo2
150,,480.0,,2.86,Compliant,090
100,10.0,,,3.26,Compliant,Combo2
100,15.0,,,3.5,Compliant,Combo2
250,25.0,,,3.41,Compliant,Combo3
400,,590.0,,2.75,Compliant,161Q
400,,600.0,,3.97,Compliant,161Q
300,15.0,,,3.54,Compliant,216Q
300,25.0,,,3.32,Compliant,121Q
400,,,26.0,4.0,Compliant,151Q
500,40.0,,,3.4,Compliant,171Q
300,30.0,,16.0,3.14,Compliant,121Q
100,15.0,,,3.37,Compliant,Combo2
250,25.0,,,3.84,Compliant,Combo3
300,30.0,,,,Compliant,121Q
400,,,24.0,3.97,Compliant,151Q
400,40.0,,,3.74,Compliant,161Q
100,15.0,,,3.32,Compliant,Combo2
400,,590.0,,4.0,Compliant,151Q
500,,720.0,,4.0,Compliant,171Q
500,,600.0,,,Uncompliant,171Q
250,,,,,Uncompliant,Combo3
300,30.0,,,2.5,Compliant,216Q
250,25.0,,18.0,3.59,Compliant,Combo3
400,40.0,,,2.71,Compliant,151Q
300,40.0,,22.0,,Compliant,216Q
290,,,24.0,,Uncompliant,105Q
300,,,28.0,4.0,Compliant,216Q
100,10.0,,,,Compliant,088
100,15.0,,,,Compliant,Combo2
400,,600.0,,2.75,Compliant,151Q
290,,,23.0,3.95,Compliant,105Q
150,,,19.0,3.67,Compliant,090
250,25.0,,15.0,2.18,Compliant,Combo3
300,,,23.0,4.23,Compliant,216Q
100,15.0,,,3.16,Compliant,Combo2
300,30.0,,,3.5,Compliant,121Q
300,,,26.0,,Uncompliant,216Q
250,25.0,,,3.19,Compliant,Combo3
400,,,26.0,,Compliant,161Q
100,10.0,,,3.72,Compliant,Combo2
300,30.0,,18.0,3.89,Compliant,121Q
290,30.0,,,3.27,Compliant,105Q
100,,380.0,,3.0,Compliant,Combo2
400,,,25.0,2.667,Compliant,151Q
100,,,16.0,2.75,Compliant,Combo2
300,30.0,,18.0,3.64,Compliant,132
400,,650.0,,4.37,Compliant,151Q
500,,,27.0,3.7,Compliant,171Q
500,40.0,540.0,,3.64,Compliant,171Q
100,,,20.0,2.19,Uncompliant,Combo2
300,,,25.0,3.78,Compliant,216Q
400,40.0,,,3.84,Compliant,151Q
300,40.0,,29.0,4.22,Compliant,216Q
500,,,20.0,3.96,Compliant,171Q
250,25.0,,,3.24,Compliant,Combo3
400,,,25.0,4.0,Compliant,151Q
300,,580.0,,3.49,Compliant,121Q
100,15.0,,,3.25,Compliant,Combo2
300,30.0,,,3.73,Compliant,121Q
100,10.0,,,2.73,Compliant,Combo2
290,,500.0,,2.8,Uncompliant,105Q
400,40.0,,22.0,3.73,Compliant,151Q
100,10.0,,17.0,3.07,Compliant,Combo2
100,10.0,,,3.7,Compliant,Combo2
290,,,22.0,2.96,Compliant,105Q
400,30.0,590.0,,3.0,Compliant,151Q
300,40.0,,,3.35,Compliant,121Q
300,,,24.0,2.8,Compliant,121Q
400,40.0,,,3.47,Compliant,161Q
100,,,16.0,,Compliant,Combo2
400,,620.0,,3.5,Compliant,161Q
400,40.0,,20.0,2.54,Compliant,151Q
300,30.0,,,2.57,Compliant,121Q
400,,570.0,,4.0,Compliant,161Q
290,40.0,,23.0,,Compliant,105Q
400,,,23.0,3.97,Compliant,151Q
290,,,22.0,,Compliant,105Q
290,,,,,Uncompliant,105Q
300,30.0,,17.0,3.841,Compliant,121Q
400,,,20.0,2.69,Uncompliant,151Q
250,30.0,,16.0,2.69,Compliant,Combo3
250,25.0,,,3.14,Compliant,Combo3
150,,,17.0,2.5,Compliant,Combo1
400,40.0,,,,Compliant,151Q
400,40.0,,,4.0,Compliant,161Q
400,,630.0,,3.5,Compliant,161Q
250,30.0,,,3.0,Compliant,Combo3
400,,640.0,,4.0,Compliant,161Q
300,30.0,,16.0,3.49,Compliant,121Q
250,,530.0,,3.02,Compliant,Combo3
400,,,26.0,3.58,Compliant,161Q
300,30.0,,,3.15,Compliant,121Q
400,40.0,,,3.0,Compliant,151Q
400,40.0,,,3.599,Compliant,161Q
100,15.0,,,3.35,Compliant,Combo2
100,15.0,400.0,,3.06,Compliant,Combo2
400,,600.0,,4.09,Compliant,151Q
250,25.0,,,3.81,Compliant,Combo3
300,,530.0,,3.52,Compliant,121Q
300,,,28.0,,Uncompliant,121Q
100,15.0,,,3.54,Compliant,Combo2
250,,,22.0,3.0,Compliant,Combo3
300,30.0,,,3.42,Compliant,121Q
400,,570.0,,3.72,Compliant,161Q
100,10.0,,,3.17,Compliant,Combo2
300,40.0,,18.0,,Compliant,121Q
250,,550.0,,2.9,Uncompliant,Combo3
300,40.0,,,4.0,Compliant,216Q
100,10.0,,,2.66,Compliant,Combo2
300,,,24.0,3.58,Compliant,121Q
250,25.0,,19.0,3.68,Compliant,Combo3
300,30.0,,,2.54,Compliant,121Q
100,10.0,,,1.65,Compliant,Combo2
500,40.0,,,3.75,Compliant,171Q
300,,630.0,,3.2,Compliant,216Q
300,,,,,Uncompliant,121Q
400,,,18.0,3.58,Compliant,151Q
300,30.0,,,4.17,Compliant,121Q
500,40.0,,,3.45,Compliant,165Q
400,40.0,,,3.17,Compliant,161Q
250,25.0,,19.0,2.44,Compliant,Combo3
100,15.0,,,1.77,Compliant,Combo2
400,30.0,,32.0,3.0,Compliant,161Q
500,40.0,,28.0,3.89,Compliant,171Q
100,10.0,,,2.39,Compliant,Combo2
250,25.0,,,3.15,Compliant,Combo3
300,30.0,,,3.47,Compliant,121Q
300,30.0,,,3.02,Compliant,121Q
300,,610.0,,2.19,Uncompliant,121Q
400,,,26.0,3.57,Compliant,161Q
100,15.0,470.0,,2.55,Compliant,Combo2
300,,,26.0,4.0,Compliant,132
300,,670.0,,3.95,Compliant,216Q
100,,410.0,,2.95,Compliant,Combo2
500,,,31.0,4.0,Compliant,171Q
400,,630.0,,4.0,Compliant,161Q
100,15.0,,,2.84,Compliant,Combo2
300,30.0,,,2.6,Compliant,121Q
400,,,,3.62,Compliant,151Q
100,15.0,,,2.99,Compliant,Combo2
250,30.0,,,3.2,Compliant,Combo3
300,30.0,550.0,,3.4,Compliant,121Q
300,,550.0,,3.83,Compliant,121Q
500,,680.0,,3.98,Compliant,171Q
250,25.0,,,3.55,Compliant,Combo3
100,10.0,,,3.5,Compliant,Combo2
300,25.0,,,,Uncompliant,121Q
100,10.0,,,,Compliant,Combo2
300,30.0,,,3.4,Compliant,121Q
300,30.0,,,3.5,Compliant,121Q
300,,570.0,,2.5,Compliant,121Q
100,,,20.0,2.87,Uncompliant,Combo2
300,30.0,,,3.62,Compliant,216Q
300,25.0,,,3.46,Compliant,121Q
100,10.0,,,3.4,Compliant,Combo2
100,10.0,,,,Compliant,Combo2
150,15.0,,,1.93,Compliant,Combo1
300,30.0,,,3.7,Compliant,121Q
300,30.0,,16.0,2.68,Compliant,121Q
300,,,,,Uncompliant,216Q
100,15.0,,,2.71,Compliant,Combo2
100,15.0,,,1.91,Compliant,Combo2
300,,,,3.1,Compliant,216Q
100,15.0,,,2.64,Compliant,Combo2
100,15.0,,,2.1,Compliant,Combo2
500,,670.0,,3.1,Compliant,171Q
300,,,24.0,3.65,Compliant,121Q
300,30.0,,17.0,3.0,Compliant,121Q
290,,,26.0,4.03,Compliant,105Q
300,30.0,,,3.34,Compliant,121Q
100,15.0,,,3.59,Compliant,Combo2
300,30.0,,,3.4,Compliant,121Q
300,,,24.0,3.67,Compliant,121Q
100,15.0,,,3.82,Compliant,Combo2
100,,,17.0,3.6,Compliant,Combo2
400,30.0,,,3.4,Compliant,161Q
400,,,29.0,4.0,Compliant,151Q
100,15.0,,,,Compliant,Combo2
300,40.0,,,2.9,Compliant,121Q
400,,620.0,,3.45,Compliant,151Q
250,30.0,,,2.87,Compliant,Combo3
100,,390.0,,,Compliant,Combo2
100,10.0,,,3.19,Compliant,Combo2
100,15.0,,,3.78,Compliant,Combo2
400,,,25.0,4.0,Compliant,161Q
400,30.0,620.0,29.0,4.25,Compliant,161Q
400,40.0,,,4.0,Compliant,151Q
500,,730.0,,3.98,Compliant,171Q
300,,,23.0,3.0,Compliant,121Q
150,15.0,480.0,,3.16,Compliant,090
100,15.0,580.0,,,Compliant,Combo2
250,25.0,,,3.0,Compliant,Combo3
400,,,26.0,2.81,Compliant,161Q
300,30.0,,,,Compliant,121Q
500,30.0,,30.0,3.8,Compliant,171Q
290,30.0,,,,Compliant,105Q
400,,,27.0,2.64,Uncompliant,161Q
300,30.0,,,3.96,Compliant,121Q
100,15.0,490.0,,3.27,Compliant,Combo2
100,,520.0,,3.2,Compliant,Combo2
250,,,20.0,3.6,Compliant,Combo3
400,40.0,480.0,,3.0,Compliant,161Q
400,40.0,,,3.65,Compliant,151Q
100,,,15.0,3.6,Compliant,Combo2
100,,,17.0,3.84,Compliant,Combo2
400,,,25.0,3.36,Compliant,161Q
100,,,,2.03,Uncompliant,Combo2
250,,,20.0,3.77,Compliant,Combo3
300,40.0,,,4.0,Compliant,216Q
300,,,,3.28,Compliant,216Q
100,15.0,,,2.83,Compliant,Combo2
500,,,33.0,3.83,Compliant,171Q
400,,,,,Uncompliant,161Q
100,,,15.0,3.4,Compliant,Combo2
300,40.0,,,2.38,Compliant,216Q
250,25.0,,,4.0,Compliant,Combo3
300,30.0,,,3.05,Compliant,121Q
300,,,33.0,,Uncompliant,121Q
290,,,33.0,,Uncompliant,105Q
400,,,28.0,3.88,Compliant,151Q
400,40.0,,,4.0,Compliant,161Q
500,,,,,Uncompliant,171Q
300,,,,,Uncompliant,216Q
400,40.0,,,3.91,Compliant,151Q
300,30.0,560.0,,3.6,Compliant,121Q
300,30.0,,,3.71,Compliant,121Q
300,30.0,,20.0,2.42,Compliant,121Q
300,30.0,,,3.0,Compliant,121Q
100,15.0,,,1.875,Compliant,Combo2
400,40.0,,25.0,4.23,Compliant,161Q
150,15.0,,,,Compliant,090
100,15.0,500.0,,3.49,Compliant,Combo2
300,30.0,,,3.26,Compliant,121Q
100,,450.0,,,Compliant,Combo2
290,30.0,,,2.48,Compliant,105Q
100,,,16.0,2.88,Compliant,Combo2
400,40.0,,23.0,4.0,Compliant,151Q
300,30.0,,,,Compliant,121Q
100,,500.0,,2.65,Uncompliant,Combo2
300,30.0,,,3.91,Compliant,121Q
250,25.0,,,2.95,Compliant,Combo3
100,,400.0,,2.89,Compliant,Combo2
250,25.0,,,3.89,Compliant,Combo3
300,30.0,,,,Compliant,216Q
300,30.0,,,3.57,Compliant,121Q
150,,,16.0,3.38,Compliant,Combo1
100,10.0,,,3.3,Compliant,Combo2
300,30.0,,,,Compliant,121Q
500,,,27.0,3.36,Compliant,171Q
300,,700.0,,4.0,Compliant,216Q
400,30.0,,28.0,3.39,Compliant,161Q
300,,720.0,,4.0,Compliant,216Q
400,40.0,,24.0,4.0,Compliant,161Q
400,40.0,,27.0,3.84,Compliant,161Q
150,25.0,,,3.43,Compliant,Combo1
100,15.0,,,2.85,Compliant,Combo2
400,40.0,,,4.0,Compliant,151Q
100,,,13.0,3.95,Compliant,Combo2
500,30.0,,,3.87,Compliant,171Q
100,15.0,,,2.9,Compliant,Combo2
100,15.0,490.0,,2.8,Compliant,Combo2
500,,,28.0,2.9,Uncompliant,171Q
400,,640.0,,3.9,Compliant,151Q
400,,,,3.52,Compliant,161Q
100,10.0,,,2.31,Compliant,Combo2
400,,,25.0,3.42,Compliant,161Q
300,30.0,,,4.0,Compliant,121Q
290,,,24.0,3.06,Compliant,105Q
250,25.0,,,2.32,Compliant,Combo3
300,25.0,,,3.32,Compliant,121Q
300,,,,2.61,Uncompliant,216Q
500,,,,,Uncompliant,171Q
400,40.0,,,3.65,Compliant,151Q
100,10.0,,,3.8,Compliant,Combo2
500,40.0,620.0,,3.93,Compliant,171Q
300,40.0,,,3.6,Compliant,216Q
400,,570.0,,3.39,Compliant,151Q
300,30.0,,,3.1,Compliant,121Q
400,,,,,Uncompliant,161Q
290,40.0,,,3.5,Compliant,105Q
300,,,25.0,3.98,Compliant,216Q
100,15.0,,,3.34,Compliant,Combo2
100,15.0,,,2.97,Compliant,Combo2
400,,,33.0,3.99,Compliant,161Q
100,15.0,,,2.48,Compliant,Combo2
100,10.0,440.0,,3.68,Compliant,Combo2
400,40.0,,,3.9,Compliant,161Q
100,15.0,,,3.27,Compliant,Combo2
500,40.0,620.0,,3.65,Compliant,171Q
290,,,16.0,2.29,Uncompliant,105Q
400,40.0,,,,Compliant,151Q
100,10.0,,,3.04,Compliant,Combo2
300,30.0,,,3.23,Compliant,121Q
300,30.0,460.0,,3.57,Compliant,132
250,30.0,,23.0,3.88,Compliant,Combo3
400,40.0,,22.0,2.41,Compliant,161Q
150,,510.0,,,Compliant,Combo1
300,30.0,,,3.62,Compliant,121Q
290,30.0,,,,Compliant,105Q
400,40.0,,,,Compliant,161Q
250,25.0,,,,Compliant,Combo3
300,15.0,,23.0,3.55,Compliant,121Q
400,40.0,470.0,,3.4,Compliant,151Q
100,15.0,,,3.22,Compliant,Combo2
300,,,,,Uncompliant,216Q
400,40.0,,,4.0,Compliant,161Q
400,,,27.0,3.23,Compliant,161Q
400,40.0,,,2.25,Compliant,151Q
300,30.0,,,1.7,Compliant,121Q
100,15.0,,,2.53,Compliant,Combo2
300,30.0,,,3.06,Compliant,121Q
400,,,,,Uncompliant,161Q
100,10.0,,,,Compliant,Combo2
250,30.0,510.0,,,Compliant,Combo3
400,,590.0,22.0,3.36,Compliant,151Q
400,40.0,,,4.0,Compliant,151Q
300,,,27.0,,Uncompliant,216Q
300,30.0,,,2.77,Compliant,121Q
400,40.0,,26.0,3.64,Compliant,151Q
300,30.0,,26.0,4.18,Compliant,216Q
300,30.0,,,2.2,Compliant,121Q
300,30.0,,,3.53,Compliant,121Q
400,,660.0,,,Uncompliant,151Q
100,10.0,,,3.33,Compliant,Combo2
300,30.0,,,3.95,Compliant,121Q
400,,,,,Uncompliant,161Q
300,40.0,,,,Compliant,121Q
400,40.0,570.0,,4.09,Compliant,151Q
400,,,,3.56,Compliant,161Q
300,30.0,,,3.62,Compliant,121Q
400,15.0,,,3.45,Compliant,161Q
500,40.0,,25.0,4.02,Compliant,171Q
400,,,26.0,,Compliant,161Q
400,,590.0,,3.4,Compliant,161Q
300,30.0,,,3.1,Compliant,121Q
250,25.0,,,3.2,Compliant,Combo3
100,,,16.0,2.9,Compliant,Combo2
300,30.0,,,3.32,Compliant,216Q
400,,590.0,,3.37,Compliant,151Q
300,30.0,,,3.0,Compliant,121Q
300,30.0,,,2.28,Compliant,121Q
250,25.0,,,3.41,Compliant,Combo3
300,30.0,,,,Compliant,121Q
100,10.0,490.0,17.0,3.8,Compliant,Combo2
300,,570.0,,3.76,Compliant,121Q
100,10.0,,,2.37,Compliant,088
400,40.0,,,,Compliant,161Q
100,15.0,,,2.57,Compliant,Combo2
100,10.0,,,1.87,Compliant,Combo2
300,30.0,,,2.0,Compliant,121Q
300,,550.0,,3.86,Compliant,121Q
300,,,24.0,3.5,Compliant,121Q
290,,,28.0,4.0,Compliant,105Q
300,,550.0,,3.71,Compliant,216Q
400,40.0,,25.0,3.267,Compliant,151Q
300,30.0,,,3.72,Compliant,121Q
500,,,,,Uncompliant,171Q
300,40.0,720.0,,3.99,Compliant,216Q
300,30.0,,,1.85,Compliant,121Q
400,30.0,590.0,,3.21,Compliant,151Q
150,25.0,,18.0,2.99,Compliant,Combo1
500,,700.0,,3.93,Compliant,171Q
300,,700.0,,3.93,Compliant,216Q
100,,,16.0,3.09,Compliant,Combo2
400,40.0,,,3.59,Compliant,151Q
400,40.0,,,,Compliant,151Q
500,40.0,650.0,,3.98,Compliant,171Q
300,,,24.0,4.0,Compliant,132
300,40.0,,16.0,3.64,Compliant,216Q
300,30.0,480.0,,3.68,Compliant,121Q
290,,,22.0,3.2,Compliant,105Q
100,15.0,,,2.79,Compliant,Combo2
400,40.0,,,3.0,Compliant,151Q
400,,,25.0,3.0,Compliant,151Q
300,,590.0,,3.63,Compliant,216Q
290,40.0,,,3.49,Compliant,105Q
250,25.0,,,2.75,Compliant,Combo3
400,40.0,,,,Compliant,151Q
400,,,25.0,3.78,Compliant,161Q
150,,460.0,,,Compliant,090
100,10.0,,,2.05,Compliant,088
250,25.0,,,3.34,Compliant,Combo3
250,30.0,,,,Compliant,Combo3
150,10.0,,,2.8,Uncompliant,Combo1
100,10.0,,,3.16,Compliant,Combo2
300,40.0,,,3.33,Compliant,216Q
400,,,25.0,3.42,Compliant,151Q
300,30.0,,,3.13,Compliant,121Q
400,,,,,Uncompliant,161Q
250,25.0,,17.0,2.85,Compliant,Combo3
300,30.0,,,3.78,Compliant,121Q
400,40.0,,,3.98,Compliant,161Q
300,30.0,,,4.0,Compliant,121Q
100,15.0,,15.0,2.53,Compliant,Combo2
100,10.0,,,3.5,Compliant,Combo2
300,,600.0,,4.0,Compliant,216Q
400,40.0,,,2.73,Compliant,161Q
300,,530.0,,3.67,Compliant,121Q
250,,,22.0,3.39,Compliant,Combo3
400,30.0,630.0,,4.0,Compliant,151Q
500,,640.0,,3.96,Compliant,171Q
500,,,,,Uncompliant,171Q
400,,520.0,,3.41,Compliant,161Q
500,40.0,,28.0,3.98,Compliant,171Q
300,,700.0,30.0,4.0,Compliant,216Q
150,,,23.0,3.51,Compliant,Combo1
100,,,17.0,3.42,Compliant,Combo2
250,,520.0,,3.82,Compliant,Combo3
300,30.0,,,3.57,Compliant,121Q
400,,,20.0,,Uncompliant,161Q
500,,,29.0,2.75,Uncompliant,165Q
150,,,20.0,3.15,Compliant,090
400,40.0,,,,Compliant,161Q
300,30.0,,,3.73,Compliant,121Q
400,40.0,440.0,,3.05,Compliant,151Q
300,,580.0,,2.65,Compliant,121Q
100,,510.0,,2.65,Uncompliant,Combo2
500,40.0,570.0,,3.73,Compliant,171Q
100,,450.0,,3.72,Compliant,Combo2
300,30.0,540.0,,3.84,Compliant,121Q
400,25.0,480.0,,4.0,Compliant,161Q
300,30.0,560.0,,3.26,Compliant,121Q
250,,540.0,,2.84,Uncompliant,Combo3
300,30.0,,,,Compliant,121Q
250,25.0,460.0,,3.65,Compliant,Combo3
250,,,22.0,3.03,Compliant,Combo3
150,25.0,,,2.81,Compliant,Combo1
250,,,,3.1,Compliant,Combo3
400,30.0,,,,Uncompliant,151Q
300,,600.0,,3.5,Compliant,216Q
300,30.0,,17.0,3.6,Compliant,121Q
300,30.0,,,2.59,Compliant,121Q
290,30.0,,,3.5,Compliant,105Q
400,40.0,,,4.0,Compliant,161Q
500,,720.0,31.0,4.13,Compliant,171Q
400,,,27.0,4.48,Compliant,161Q
300,30.0,,,3.68,Compliant,121Q
100,,,19.0,3.92,Compliant,Combo2
400,,,27.0,4.0,Compliant,161Q
400,,,23.0,4.0,Compliant,161Q
300,30.0,,,3.05,Compliant,121Q
250,25.0,,15.0,3.05,Compliant,Combo3
150,15.0,,17.0,2.17,Compliant,090
400,,580.0,,4.0,Compliant,161Q
300,40.0,480.0,,4.18,Compliant,121Q
500,,,27.0,4.08,Compliant,171Q
300,,,29.0,,Uncompliant,216Q
100,,490.0,,4.21,Compliant,Combo2
300,40.0,620.0,,4.33,Compliant,216Q
400,30.0,610.0,,3.58,Compliant,151Q
300,15.0,570.0,,4.85,Compliant,121Q
400,40.0,,,3.85,Compliant,161Q
100,15.0,,,3.87,Compliant,Combo2
300,30.0,,,3.05,Compliant,121Q
300,30.0,,,3.47,Compliant,121Q
500,,,25.0,3.7,Compliant,171Q
400,,560.0,,3.78,Compliant,151Q
150,15.0,,,3.57,Compliant,090
100,15.0,,,3.54,Compliant,Combo2
300,,,25.0,3.75,Compliant,121Q
500,,,,,Uncompliant,171Q
400,40.0,630.0,,4.0,Compliant,151Q
300,30.0,,,3.1,Compliant,121Q
300,,,26.0,2.61,Uncompliant,121Q
150,25.0,,,2.89,Compliant,Combo1
300,30.0,,,,Compliant,121Q
300,30.0,,20.0,2.98,Compliant,121Q
300,30.0,,15.0,3.44,Compliant,121Q
300,40.0,,,3.6,Compliant,216Q
500,30.0,750.0,,3.09,Compliant,171Q
300,30.0,,16.0,3.06,Compliant,121Q
300,30.0,,,3.91,Compliant,121Q
300,,630.0,,3.8,Compliant,216Q
400,40.0,,,2.17,Compliant,161Q
300,,560.0,20.0,3.97,Compliant,121Q
290,,540.0,19.0,3.6,Compliant,105Q
300,30.0,,,3.48,Compliant,121Q
500,,,27.0,3.87,Compliant,171Q
300,15.0,,24.0,3.49,Compliant,121Q
250,25.0,,,,Compliant,Combo3
300,,,24.0,2.64,Compliant,121Q
400,40.0,,,3.033,Compliant,151Q
290,30.0,,,3.2,Compliant,105Q
250,25.0,,,,Compliant,Combo3
300,40.0,,,,Compliant,216Q
400,,600.0,,,Compliant,161Q
150,15.0,,,2.85,Compliant,Combo1
400,40.0,,16.0,2.3,Compliant,161Q
300,,,,3.76,Compliant,216Q
500,,,26.0,3.76,Compliant,171Q
100,15.0,,15.0,3.89,Compliant,Combo2
300,,,23.0,3.88,Compliant,216Q
300,30.0,,,,Compliant,121Q
300,,,25.0,3.87,Compliant,216Q
100,,,20.0,3.11,Compliant,Combo2
300,30.0,,17.0,3.42,Compliant,121Q
400,30.0,,27.0,3.49,Compliant,161Q
100,,,18.0,2.88,Uncompliant,Combo2
300,,,21.0,3.88,Compliant,121Q
300,,,26.0,3.98,Compliant,216Q
400,40.0,,,2.7,Compliant,161Q
250,25.0,,,3.4,Compliant,Combo3
300,30.0,500.0,,3.98,Compliant,121Q
100,10.0,,,,Compliant,Combo2
400,,,23.0,3.73,Compliant,161Q
400,,,26.0,3.87,Compliant,151Q
300,,530.0,,3.3,Compliant,121Q
400,40.0,,,4.08,Compliant,151Q
250,25.0,,,3.5,Compliant,Combo3
400,40.0,600.0,,,Compliant,151Q
300,30.0,,,3.42,Compliant,121Q
400,,,,,Uncompliant,151Q
400,40.0,550.0,,3.49,Compliant,151Q
400,,580.0,,3.94,Compliant,161Q
300,30.0,490.0,,3.91,Compliant,121Q
100,15.0,,,3.22,Compliant,Combo2
100,15.0,,,2.52,Compliant,Combo2
300,,,23.0,3.48,Compliant,121Q
300,30.0,,,3.97,Compliant,121Q
300,30.0,,,2.78,Compliant,121Q
300,,,31.0,4.15,Compliant,216Q
500,40.0,,,3.88,Compliant,165Q
400,40.0,,,3.65,Compliant,161Q
300,30.0,,,,Compliant,216Q
500,,,25.0,3.32,Compliant,171Q
300,,,16.0,,Uncompliant,121Q
100,10.0,,16.0,2.143,Compliant,Combo2
400,,,19.0,3.89,Compliant,161Q
500,30.0,,19.0,3.63,Compliant,171Q
300,,,23.0,3.89,Compliant,121Q
300,,,26.0,4.0,Compliant,216Q
300,25.0,,17.0,3.51,Compliant,121Q
400,25.0,,17.0,3.51,Compliant,151Q
100,15.0,,19.0,3.11,Compliant,Combo2
250,25.0,,15.0,3.33,Compliant,Combo3
500,,580.0,,3.99,Compliant,171Q
300,,530.0,,3.75,Compliant,121Q
300,,580.0,,3.63,Compliant,216Q
150,,510.0,,3.76,Compliant,Combo1
150,10.0,,,2.89,Uncompliant,Combo1
400,,,26.0,2.34,Compliant,151Q
100,10.0,,,,Compliant,Combo2
400,40.0,,,2.88,Compliant,151Q
400,,,22.0,3.34,Compliant,161Q
400,40.0,,22.0,3.68,Compliant,151Q
300,40.0,,16.0,3.61,Compliant,216Q
400,40.0,560.0,,3.67,Compliant,151Q
150,10.0,,,3.5,Compliant,Combo1
250,,530.0,,3.18,Compliant,Combo3
300,,,26.0,,Uncompliant,216Q
290,30.0,,,1.89,Compliant,105Q
300,,,27.0,3.71,Compliant,216Q
400,,,20.0,3.725,Compliant,161Q
400,,,27.0,4.39,Compliant,161Q
300,,,28.0,4.0,Compliant,216Q
150,15.0,,18.0,2.6,Compliant,090
100,10.0,,,,Compliant,Combo2
